Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17,NA,NA,NA,NA,NA,NA
Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17,NA,NA,NA,NA,NA,NA
Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0,0.08,1.17,NA,NA,NA,NA,NA,NA
Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02,1.12,NA,NA,NA,NA,NA,NA
Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05,NA,NA,NA,NA,NA,NA
Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1.04,0.01,1.05,NA,NA,NA,NA,NA,NA
Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,NA,NA,NA,NA,NA,NA
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0,1.03,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M
NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1,NA,NA,NA,NA,NA,NA
Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96,NA,NA,NA,NA,NA,NA
Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,NA,NA,NA,NA,NA,NA
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94,NA,NA,NA,NA,NA,NA
Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92,NA,NA,NA,NA,NA,NA
Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,NA,NA,NA,NA,NA,NA
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9,NA,NA,NA,NA,NA,NA
Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,NA,NA,NA,NA,NA,NA
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88,NA,NA,NA,NA,NA,NA
NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87,NA,NA,NA,NA,NA,NA
Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,NA,NA,NA,NA,NA,NA
Casper,PS,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83,NA,NA,NA,NA,NA,NA
Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01,0.82,NA,NA,NA,NA,NA,NA
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77,NA,NA,NA,NA,NA,NA
Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76,NA,NA,NA,NA,NA,NA
Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0,0.05,0.72,NA,NA,NA,NA,NA,NA
Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67,NA,NA,NA,NA,NA,NA
WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62,NA,NA,NA,NA,NA,NA
Fighters MEGAMiX,SAT,1996,Fighting,Sega,0,0,0.62,0,0.62,NA,NA,NA,NA,NA,NA
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0,0,0.62,0,0.62,NA,NA,NA,NA,NA,NA
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0,0,0.58,0,0.58,NA,NA,NA,NA,NA,NA
Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,0.55,NA,NA,NA,NA,NA,NA
Sakura Wars,SAT,1996,Adventure,Sega,0,0,0.55,0,0.55,NA,NA,NA,NA,NA,NA
Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0,0.04,0.55,NA,NA,NA,NA,NA,NA
Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0,0.04,0.55,NA,NA,NA,NA,NA,NA
Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,NA,NA,NA,NA,NA,NA
Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53,NA,NA,NA,NA,NA,NA
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0,0,0.53,NA,NA,NA,NA,NA,NA
International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,NA,NA,NA,NA,NA,NA
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51,NA,NA,NA,NA,NA,NA
Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0,0,0.5,0,0.5,NA,NA,NA,NA,NA,NA
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5,NA,NA,NA,NA,NA,NA
Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,NA,NA,NA,NA,NA,NA
NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47,NA,NA,NA,NA,NA,NA
NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03,0.46,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakyuu 3,SNES,1996,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45,NA,NA,NA,NA,NA,NA
Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45,NA,NA,NA,NA,NA,NA
World Stadium EX,PS,1996,Sports,Namco Bandai Games,0,0,0.41,0.03,0.44,NA,NA,NA,NA,NA,NA
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44,NA,NA,NA,NA,NA,NA
Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0.44,0,0.44,NA,NA,NA,NA,NA,NA
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44,NA,NA,NA,NA,NA,NA
NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43,NA,NA,NA,NA,NA,NA
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,NA,NA,NA,NA,NA,NA
E0: Enemy Zero,SAT,1996,Adventure,Sega,0,0,0.41,0,0.41,NA,NA,NA,NA,NA,NA
NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03,0.41,NA,NA,NA,NA,NA,NA
Pro Pinball,PS,1996,Misc,Empire Interactive,0.23,0.15,0,0.03,0.41,NA,NA,NA,NA,NA,NA
Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4,NA,NA,NA,NA,NA,NA
Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.03,0.38,NA,NA,NA,NA,NA,NA
Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,0,0,0.36,0.02,0.38,NA,NA,NA,NA,NA,NA
Tokimeki Memorial: Forever with You,SAT,1996,Simulation,Konami Digital Entertainment,0,0,0.38,0,0.38,NA,NA,NA,NA,NA,NA
Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36,NA,NA,NA,NA,NA,NA
Picross 2,GB,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,NA,NA,NA,NA,NA,NA
Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom,0,0,0.35,0,0.35,NA,NA,NA,NA,NA,NA
Fade to Black,PS,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34,NA,NA,NA,NA,NA,NA
Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33,NA,NA,NA,NA,NA,NA
NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,NA,NA,NA,NA,NA,NA
OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,NA,NA,NA,NA,NA,NA
Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0,0,0.32,0,0.32,NA,NA,NA,NA,NA,NA
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31,NA,NA,NA,NA,NA,NA
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,0.31,NA,NA,NA,NA,NA,NA
Virtua Cop 2,SAT,1996,Shooter,Sega,0,0,0.3,0,0.3,NA,NA,NA,NA,NA,NA
Dragon Force,SAT,1996,Strategy,Sega,0,0,0.3,0,0.3,NA,NA,NA,NA,NA,NA
Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,NA,NA,NA,NA,NA,NA
J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29,NA,NA,NA,NA,NA,NA
DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29,NA,NA,NA,NA,NA,NA
MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,NA,NA,NA,NA,NA,NA
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,NA,NA,NA,NA,NA,NA
PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29,NA,NA,NA,NA,NA,NA
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996,Shooter,Namco Bandai Games,0,0,0.28,0,0.28,NA,NA,NA,NA,NA,NA
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0,0,0.26,0.02,0.27,NA,NA,NA,NA,NA,NA
Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27,NA,NA,NA,NA,NA,NA
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,0,0,0.27,0,0.27,NA,NA,NA,NA,NA,NA
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,NA,NA,NA,NA,NA,NA
King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,NA,NA,NA,NA,NA,NA
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26,NA,NA,NA,NA,NA,NA
Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0,0,0.26,NA,NA,NA,NA,NA,NA
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,0.26,0,0.26,NA,NA,NA,NA,NA,NA
Doukyuusei if,SAT,1996,Role-Playing,NEC,0,0,0.26,0,0.26,NA,NA,NA,NA,NA,NA
WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25,93,8,8.7,20,Psygnosis,NA
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25,NA,NA,NA,NA,NA,NA
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25,NA,NA,NA,NA,NA,NA
Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,NA,NA,NA,NA,NA,NA
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,NA,NA,NA,NA,NA,NA
Front Mission: Gun Hazard,SNES,1996,Role-Playing,SquareSoft,0,0,0.24,0,0.24,NA,NA,NA,NA,NA,NA
Lunar: Silver Star Story,SAT,1996,Role-Playing,Kadokawa Shoten,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA
Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23,NA,NA,NA,NA,NA,NA
Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA
Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22,NA,NA,NA,NA,NA,NA
Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21,NA,NA,NA,NA,NA,NA
NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21,NA,NA,NA,NA,NA,NA
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21,NA,NA,NA,NA,NA,NA
The King of Fighters '96,SAT,1996,Fighting,SNK,0,0,0.21,0,0.21,NA,NA,NA,NA,NA,NA
Langrisser III,SAT,1996,Strategy,NCS,0,0,0.2,0,0.2,NA,NA,NA,NA,NA,NA
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0,0,0.2,0,0.2,NA,NA,NA,NA,NA,NA
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2,NA,NA,NA,NA,NA,NA
Snowboard Kids,N64,1996,Sports,Atlus,0.16,0.04,0,0,0.2,NA,NA,NA,NA,NA,NA
Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,0,0,0.2,0,0.2,NA,NA,NA,NA,NA,NA
Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2,NA,NA,NA,NA,NA,NA
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01,0.19,NA,NA,NA,NA,NA,NA
Parlor! Mini 4,SNES,1996,Misc,Nippon Telenet,0,0,0.19,0,0.19,NA,NA,NA,NA,NA,NA
J-League Excite Stage '96,SNES,1996,Sports,Epoch,0,0,0.19,0,0.19,NA,NA,NA,NA,NA,NA
Jikkyou J-League Perfect Striker,N64,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,NA,NA,NA,NA,NA,NA
Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19,NA,NA,NA,NA,NA,NA
Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19,NA,NA,NA,NA,NA,NA
Hexen,N64,1996,Shooter,GT Interactive,0.15,0.04,0,0,0.19,NA,NA,NA,NA,NA,NA
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996,Sports,Imagineer,0,0,0.19,0,0.19,NA,NA,NA,NA,NA,NA
Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19,NA,NA,NA,NA,NA,NA
Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19,NA,NA,NA,NA,NA,NA
Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18,NA,NA,NA,NA,NA,NA
Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17,NA,NA,NA,NA,NA,NA
The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17,NA,NA,NA,NA,NA,NA
Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0,0,0.17,0,0.17,NA,NA,NA,NA,NA,NA
Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,NA,NA,NA,NA,NA,NA
VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17,NA,NA,NA,NA,NA,NA
Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17,NA,NA,NA,NA,NA,NA
Nobunaga no Yabou: Tenshoki,SNES,1996,Strategy,Tecmo Koei,0,0,0.17,0,0.17,NA,NA,NA,NA,NA,NA
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0,0.17,NA,NA,NA,NA,NA,NA
Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0,0,0.12,0.04,0.16,NA,NA,NA,NA,NA,NA
FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,NA,NA,NA,NA,NA,NA
Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,NA,NA,NA,NA,NA,NA
Street Racer,PS,1996,Racing,Ubisoft,0.09,0.06,0,0.01,0.16,NA,NA,NA,NA,NA,NA
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16,NA,NA,NA,NA,NA,NA
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16,NA,NA,NA,NA,NA,NA
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,NA,NA,NA,NA,NA,NA
Saturn Bomberman,SAT,1996,Puzzle,Sega,0,0,0.15,0,0.15,NA,NA,NA,NA,NA,NA
Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,0,0,0.15,0,0.15,NA,NA,NA,NA,NA,NA
Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15,NA,NA,NA,NA,NA,NA
Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14,83,9,7.4,5,Capcom,E
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13,NA,NA,NA,NA,NA,NA
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,NA,NA,NA,NA,NA,NA
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12,NA,NA,NA,NA,NA,NA
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,0.12,NA,NA,NA,NA,NA,NA
San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,0.12,0,0.12,NA,NA,NA,NA,NA,NA
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0,0.12,NA,NA,NA,NA,NA,NA
Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12,NA,NA,NA,NA,NA,NA
HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12,NA,NA,NA,NA,NA,NA
Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12,NA,NA,NA,NA,NA,NA
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12,NA,NA,NA,NA,NA,NA
Sega Touring Car Championship,SAT,1996,Racing,Sega,0,0,0.11,0,0.11,NA,NA,NA,NA,NA,NA
Lunacy,SAT,1996,Adventure,Sega,0,0,0.11,0,0.11,NA,NA,NA,NA,NA,NA
Street Fighter Collection,SAT,1996,Fighting,Capcom,0,0,0.11,0,0.11,NA,NA,NA,NA,NA,NA
Winter Heat,SAT,1996,Sports,Sega,0,0,0.11,0,0.11,NA,NA,NA,NA,NA,NA
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11,NA,NA,NA,NA,NA,NA
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1,NA,NA,NA,NA,NA,NA
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA
Real Bout Garou Densetsu,SAT,1996,Fighting,SNK,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA
Blast Chamber,PS,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1,NA,NA,NA,NA,NA,NA
Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1,NA,NA,NA,NA,NA,NA
Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1,NA,NA,NA,NA,NA,NA
Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,NA,NA,NA,NA,NA,NA
Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA
Saikyou Habu Shogi,N64,1996,Misc,Seta Corporation,0,0,0.06,0.03,0.09,NA,NA,NA,NA,NA,NA
Tunnel B1,PS,1996,Action,Ocean,0.05,0.03,0,0.01,0.09,NA,NA,NA,NA,NA,NA
Sotsugyou Crossworld,PS,1996,Simulation,Hearty Robin,0,0,0.08,0.01,0.09,NA,NA,NA,NA,NA,NA
Mahjong Master,N64,1996,Misc,Konami Digital Entertainment,0,0,0.09,0,0.09,NA,NA,NA,NA,NA,NA
Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,0,0,0.08,0,0.08,NA,NA,NA,NA,NA,NA
Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,0.05,0.03,0,0.01,0.08,NA,NA,NA,NA,NA,NA
