Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Knockout Kings,PS,1997,Fighting,Electronic Arts,1.07,0.39,0,0.06,1.52,NA,NA,NA,NA,NA,NA
NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04,1.51,NA,NA,NA,NA,NA,NA
Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0,0.05,1.51,NA,NA,NA,NA,NA,NA
Wario Land II,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,NA,NA,NA,NA,NA,NA
Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,1.45,NA,NA,NA,NA,NA,NA
Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,1.35,NA,NA,NA,NA,NA,NA
SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,NA,NA,NA,NA,NA,NA
Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,1.32,NA,NA,NA,NA,NA,NA
Test Drive 5,PS,1997,Racing,Accolade,1.05,0.2,0,0.05,1.3,NA,NA,NA,NA,NA,NA
Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,1.27,93,12,9.4,358,Konami,T
Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24,85,10,9,96,Oddworld Inhabitants,T
Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22,NA,NA,NA,NA,NA,NA
Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22,NA,NA,NA,NA,NA,NA
NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22,NA,NA,NA,NA,NA,NA
Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22,NA,NA,NA,NA,NA,NA
Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21,NA,NA,NA,NA,NA,NA
Nuclear Strike,PS,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19,NA,NA,NA,NA,NA,NA
Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17,NA,NA,NA,NA,NA,NA
Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83,13,7.9,16,Light Weight,T
Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16,NA,NA,NA,NA,NA,NA
Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,0,0,1.07,0.07,1.15,NA,NA,NA,NA,NA,NA
Triple Play 98,PS,1997,Sports,Electronic Arts,0.61,0.42,0,0.07,1.1,NA,NA,NA,NA,NA,NA
Densha De Go!,PS,1997,Simulation,Taito,0,0,1.02,0.07,1.09,NA,NA,NA,NA,NA,NA
NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07,NA,NA,NA,NA,NA,NA
NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01,1.06,NA,NA,NA,NA,NA,NA
Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,NA,NA,NA,NA,NA,NA
Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,NA,NA,NA,NA,NA,NA
The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0,0.07,1.02,NA,NA,NA,NA,NA,NA
Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,86,5,8.3,10,Tecmo,NA
Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1,NA,NA,NA,NA,NA,NA
Game & Watch Gallery,GB,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1,NA,NA,NA,NA,NA,NA
NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92,NA,NA,NA,NA,NA,NA
Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83,10,8.2,22,Namco,T
Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,NA,NA,NA,NA,NA,NA
Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0,0.01,0.86,NA,NA,NA,NA,NA,NA
Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0,0.06,0.85,NA,NA,NA,NA,NA,NA
Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0.05,0.83,NA,NA,NA,NA,NA,NA
Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05,0.8,NA,NA,NA,NA,NA,NA
Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0,0,0.74,0.05,0.79,NA,NA,NA,NA,NA,NA
Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0,0.05,0.78,NA,NA,NA,NA,NA,NA
San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01,0.75,NA,NA,NA,NA,NA,NA
Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75,NA,NA,NA,NA,NA,NA
FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73,NA,NA,NA,NA,NA,NA
Blast Corps,N64,1997,Action,Nintendo,0.39,0.09,0.17,0.06,0.71,NA,NA,NA,NA,NA,NA
Jeopardy!,PS,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05,0.71,NA,NA,NA,NA,NA,NA
NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05,0.7,NA,NA,NA,NA,NA,NA
Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0,0.05,0.69,NA,NA,NA,NA,NA,NA
Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,0.38,0.26,0,0.04,0.68,NA,NA,NA,NA,NA,NA
Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68,NA,NA,NA,NA,NA,NA
Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63,NA,NA,NA,NA,NA,NA
Final Fantasy VII International,PS,1997,Role-Playing,Square,0,0,0.59,0.04,0.63,NA,NA,NA,NA,NA,NA
NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62,NA,NA,NA,NA,NA,NA
Duke Nukem: Total Meltdown,PS,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61,NA,NA,NA,NA,NA,NA
Puyo Puyo Sun,SAT,1997,Puzzle,Compile,0,0,0.6,0,0.6,NA,NA,NA,NA,NA,NA
International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59,NA,NA,NA,NA,NA,NA
Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0,0.01,0.59,NA,NA,NA,NA,NA,NA
Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,NA,NA,NA,NA,NA,NA
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0,0.03,0.58,NA,NA,NA,NA,NA,NA
NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0,0.57,NA,NA,NA,NA,NA,NA
Super Robot Taisen F,SAT,1997,Strategy,Banpresto,0,0,0.55,0,0.55,NA,NA,NA,NA,NA,NA
Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53,NA,NA,NA,NA,NA,NA
Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0,0.03,0.51,NA,NA,NA,NA,NA,NA
NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51,NA,NA,NA,NA,NA,NA
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,66,11,8.2,9,Kuusou Kagaku,E
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03,0.49,NA,NA,NA,NA,NA,NA
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49,NA,NA,NA,NA,NA,NA
Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0,0.01,0.47,NA,NA,NA,NA,NA,NA
Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0,0.01,0.47,NA,NA,NA,NA,NA,NA
Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44,NA,NA,NA,NA,NA,NA
Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0,0.01,0.44,NA,NA,NA,NA,NA,NA
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,NA,NA,NA,NA,NA,NA
NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43,NA,NA,NA,NA,NA,NA
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,7.8,12,Psygnosis,E
Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42,NA,NA,NA,NA,NA,NA
X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42,NA,NA,NA,NA,NA,NA
Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03,0.41,NA,NA,NA,NA,NA,NA
Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,NA,NA,NA,NA,NA,NA
Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0,0,0.4,0,0.4,NA,NA,NA,NA,NA,NA
Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.03,0.4,NA,NA,NA,NA,NA,NA
Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.32,0.07,0,0,0.4,NA,NA,NA,NA,NA,NA
Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0,0,0.4,NA,NA,NA,NA,NA,NA
Bloody Roar,PS,1997,Fighting,Virgin Interactive,0.22,0.15,0,0.03,0.39,NA,NA,NA,NA,NA,NA
San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,0.21,0.15,0,0.03,0.38,NA,NA,NA,NA,NA,NA
Tobal 2,PS,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37,NA,NA,NA,NA,NA,NA
Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37,NA,NA,NA,NA,NA,NA
MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36,NA,NA,NA,NA,NA,NA
Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36,NA,NA,NA,NA,NA,NA
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36,NA,NA,NA,NA,NA,NA
Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36,NA,NA,NA,NA,NA,NA
Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36,NA,NA,NA,NA,NA,NA
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,NA,NA,NA,NA,NA,NA
Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,NA,NA,NA,NA,NA,NA
Marvel Super Heroes,PS,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34,NA,NA,NA,NA,NA,NA
Point Blank,PS,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34,NA,NA,NA,NA,NA,NA
DX Game of Life 2,PS,1997,Misc,Takara,0,0,0.31,0.02,0.33,NA,NA,NA,NA,NA,NA
Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32,NA,NA,NA,NA,NA,NA
ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32,NA,NA,NA,NA,NA,NA
Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0,0.32,NA,NA,NA,NA,NA,NA
Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32,NA,NA,NA,NA,NA,NA
Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32,NA,NA,NA,NA,NA,NA
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32,NA,NA,NA,NA,NA,NA
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32,NA,NA,NA,NA,NA,NA
WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31,NA,NA,NA,NA,NA,NA
Einhänder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,0,0,0.26,0.05,0.31,NA,NA,NA,NA,NA,NA
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0,0,0.31,0,0.31,NA,NA,NA,NA,NA,NA
Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31,NA,NA,NA,NA,NA,NA
Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3,NA,NA,NA,NA,NA,NA
Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3,NA,NA,NA,NA,NA,NA
Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,0,0,0.3,0,0.3,NA,NA,NA,NA,NA,NA
Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3,NA,NA,NA,NA,NA,NA
SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29,NA,NA,NA,NA,NA,NA
War Gods,N64,1997,Fighting,Midway Games,0.23,0.06,0,0,0.29,NA,NA,NA,NA,NA,NA
VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28,NA,NA,NA,NA,NA,NA
Kakyuusei,SAT,1997,Strategy,Elf,0,0,0.28,0,0.28,NA,NA,NA,NA,NA,NA
Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28,NA,NA,NA,NA,NA,NA
Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27,NA,NA,NA,NA,NA,NA
Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27,NA,NA,NA,NA,NA,NA
NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0,0,0.27,NA,NA,NA,NA,NA,NA
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27,NA,NA,NA,NA,NA,NA
Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26,NA,NA,NA,NA,NA,NA
X-Men vs. Street Fighter,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26,NA,NA,NA,NA,NA,NA
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,0.26,NA,NA,NA,NA,NA,NA
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25,NA,NA,NA,NA,NA,NA
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25,NA,NA,NA,NA,NA,NA
MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,0.2,0.05,0,0,0.25,NA,NA,NA,NA,NA,NA
F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25,NA,NA,NA,NA,NA,NA
Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,0.23,0.02,0,0,0.25,NA,NA,NA,NA,NA,NA
Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02,0.25,NA,NA,NA,NA,NA,NA
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24,NA,NA,NA,NA,NA,NA
K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24,NA,NA,NA,NA,NA,NA
G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24,NA,NA,NA,NA,NA,NA
Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23,NA,NA,NA,NA,NA,NA
Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23,NA,NA,NA,NA,NA,NA
Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23,86,9,9,41,Matrix Software,T
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,NA,NA,NA,NA,NA,NA
Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23,NA,NA,NA,NA,NA,NA
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22,NA,NA,NA,NA,NA,NA
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0,0,0.21,0,0.21,NA,NA,NA,NA,NA,NA
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0,0,0.21,0,0.21,NA,NA,NA,NA,NA,NA
EVE: burst error,SAT,1997,Adventure,Imagineer,0,0,0.21,0,0.21,NA,NA,NA,NA,NA,NA
ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0,0,0.21,NA,NA,NA,NA,NA,NA
Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21,NA,NA,NA,NA,NA,NA
MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2,NA,NA,NA,NA,NA,NA
Magical Tetris Challenge,N64,1997,Puzzle,Activision,0.13,0.02,0.05,0,0.2,NA,NA,NA,NA,NA,NA
J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19,NA,NA,NA,NA,NA,NA
Mace: The Dark Age,N64,1997,Fighting,GT Interactive,0.15,0.04,0,0,0.19,NA,NA,NA,NA,NA,NA
Puyo Puyo Sun 64,N64,1997,Puzzle,Compile,0,0,0.16,0.03,0.19,NA,NA,NA,NA,NA,NA
AeroFighters Assault,N64,1997,Action,Video System,0.15,0.04,0,0,0.19,NA,NA,NA,NA,NA,NA
Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19,NA,NA,NA,NA,NA,NA
Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19,NA,NA,NA,NA,NA,NA
Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0,0,0.18,0,0.18,NA,NA,NA,NA,NA,NA
Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18,NA,NA,NA,NA,NA,NA
Moon,PS,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18,NA,NA,NA,NA,NA,NA
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,0.16,0.01,0.17,NA,NA,NA,NA,NA,NA
Resident Evil,SAT,1997,Action,Capcom,0,0,0.17,0,0.17,NA,NA,NA,NA,NA,NA
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,0.17,0,0.17,NA,NA,NA,NA,NA,NA
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,NA,NA,NA,NA,NA,NA
Power Stakes,PS,1997,Sports,Aques,0,0,0.15,0.01,0.16,NA,NA,NA,NA,NA,NA
Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15,NA,NA,NA,NA,NA,NA
Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0,0,0.15,0,0.15,NA,NA,NA,NA,NA,NA
All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15,NA,NA,NA,NA,NA,NA
Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15,NA,NA,NA,NA,NA,NA
Dark Rift,N64,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15,NA,NA,NA,NA,NA,NA
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,0.15,NA,NA,NA,NA,NA,NA
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15,NA,NA,NA,NA,NA,NA
Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15,NA,NA,NA,NA,NA,NA
Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,NA,NA,NA,NA,NA,NA
Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14,NA,NA,NA,NA,NA,NA
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,NA,NA,NA,NA,NA,NA
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14,NA,NA,NA,NA,NA,NA
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14,NA,NA,NA,NA,NA,NA
