hs4,hs4_name
2816,Hydroxide_and_peroxide_of_magnesium;_oxides__hydroxides_and_peroxides__of_strontium_or_barium
2817,Zinc_oxide;_zinc_peroxide
2818,Artificial_corundum__whether_or_not_chemically_defined;_aluminium_oxide;_aluminium_hydroxide
2819,Chromium_oxides_and_hydroxides
2820,Manganese_oxides
2821,Iron_oxides_and_hydroxides;_earth_colours_containing_70_%_or_more_by_weight_of_combined_iron_evaluated_as_Fe2O3
2822,Cobalt_oxides_and_hydroxides;_commercial_cobalt_oxides
2823,Titanium_oxides
2824,Lead_oxides;_red_lead_and_orange_lead
2825,Hydrazine_and_hydroxylamine_and_their_inorganic_salts;_other_inorganic_bases;_other_metal_oxides__hydroxides_and_peroxides
2826,Fluorides;_fluorosilicates__fluoroaluminates_and_other_complex_fluorine_salts
2827,Chlorides__chloride_oxides_and_chloride_hydroxides;_bromides_and_bromide_oxides;_iodides_and_iodide_oxides
2828,Hypochlorites;_commercial_calcium_hypochlorite;_chlorites;_hypobromites
2829,Chlorates_and_perchlorates;_bromates_and_perbromates;_iodates_and_periodates
2830,Sulphides;_polysulphides__whether_or_not_chemically_defined
2831,Dithionites_and_sulphoxylates
2832,Sulphites;_thiosulphates
2833,Sulphates;_alums;_peroxosulphates_(persulphates)
2834,Nitrites;_nitrates
2835,Phosphinates_(hypophosphites)__phosphonates_(phosphites)_and_phosphates;_polyphosphates__whether_or_not_chemically_defined
2836,Carbonates;_peroxocarbonates_(percarbonates);_commercial_ammonium_carbonate_containing_ammonium_carbamate
2837,Cyanides__cyanide_oxides_and_complex_cyanides
2839,Silicates;_commercial_alkali_metal_silicates
2840,Borates;_peroxoborates_(perborates)
2841,Salts_of_oxometallic_or_peroxometallic_acids
2842,Other_salts_of_inorganic_acids_or_peroxoacids_(including_aluminosilicates_whether_or_not_chemically_defined)__other_than_azides
2843,Colloidal_precious_metals;_inorganic_or_organic_compounds_of_precious_metals__whether_or_not_chemically_defined;_amalgams_of_precious_metals
2844,Radioactive_chemical_elements_and_radioactive_isotopes_(including_the_fissile_or_fertile_chemical_elements_and_isotopes)_and_their_compounds;_mixtures_and_residues_containing_these_products
2845,Isotopes_other_than_those_of_heading_28.44;_compounds__inorganic_or_organic__of_such_isotopes__whether_or_not_chemically_defined
2846,Compounds__inorganic_or_organic__of_rare-earth_metals__of_yttrium_or_of_scandium_or_of_mixtures_of_these_metals
2847,Hydrogen_peroxide__whether_or_not_solidified_with_urea
2848,Phosphides__whether_or_not_chemically_defined__excluding_ferrophosphorus
2849,Carbides__whether_or_not_chemically_defined
2850,Hydrides__nitrides__azides__silicides_and_borides
2852,Inorganic_or_organic_compounds_of_mercury__whether_or_not_chemically_defined__excluding_amalgams
2853,Other_inorganic_compounds_(including_distilled_or_conductivity_water_and_water_of_similar_purity);_liquid_air_(whether_or_not_rare_gases_have_been_removed);_compressed_air;_amalgams__other_than_amalgams_of_precious_metals
2901,Acyclic_hydrocarbons.
2902,Cyclic_hydrocarbons.
2903,Halogenated_derivatives_of_hydrocarbons.
2904,Sulphonated__nitrated_or_nitrosated_derivatives_of_hydrocarbons__whether_or_not_halogenated.
2905,Acyclic_alcohols_and_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2906,Cyclic_alcohols_and_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2907,Phenols;_phenol-alcohols.
2908,Halogenated__sulphonated__nitrated_or_nitrosated_derivatives_of_phenols_or_phenol-alcohols.
2909,Ethers__ether-alcohols__ether-phenols__ether-alcohol-phenols__alcohol_peroxides__ether_peroxides__ketone_peroxides_(whether_or_not_chemically_defined)__and_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2910,Epoxides__epoxyalcohols__epoxyphenols_and_epoxyethers__with_a_three-membered_ring__and_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives
2911,Acetals_and_hemiacetals__whether
2912,Aldehydes__whether_or_not_with_other_oxygen_function;_cyclic_polymers_of_aldehydes;_paraformaldehyde.
2913,Halogenated__sulphonated__nitrated_or_nitrosated_derivatives_of_products_of_heading_29.12.
2914,Ketones_and_quinones__whether_or_not_with_other_oxygen_function__and_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2915,Saturated_acyclic_monocarboxylic_acids_and_their_anhydrides__halides__peroxides_and_peroxyacids;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2916,Unsaturated_acyclic_monocarboxylic_acids__cyclic_monocarboxylic_acids__their_anhydrides__halides__peroxides_and_peroxyacids;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2917,Polycarboxylic_acids__their_anhydrides__halides__peroxides_and_peroxyacids;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2918,Carboxylic_acids_with_additional_oxygen_function_and_their_anhydrides__halides__peroxides_and_peroxyacids;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2919,Phosphoric_esters_and_their_salts__including_lactophosphates;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2920,Esters_of_other_inorganic_acids_of_non-metals_(excluding_esters_of_hydrogen_halides)_and_their_salts;_their_halogenated__sulphonated__nitrated_or_nitrosated_derivatives.
2921,Amine_-function_compounds.
2922,Oxygen-function_amino-compounds.
2923,Quaternary_ammonium_salts_and_hydroxides;_lecithins_and_other_phosphoaminolipids__whether_or_not_chemically_defined.
2924,Carboxyamide_-function_compounds;_amide-function_compounds_of_carbonic_acid.
2925,Carboxyimide_-function_compounds_(including_saccharin_and_its_salts)_and_imine_-function_compounds.
2926,Nitrile_-function_compounds.
2927,Diazo-__azo-_or_azoxy-compounds.
2928,Organic_derivatives_of_hydrazine_or_of_hydroxylamine.
2929,Compounds_with_other_nitrogen_function.
2930,Organo-sulphur_compounds.
2931,Other_organo-inorganic_compounds.
2932,Heterocyclic_compounds_with_oxygen_hetero_-atom(s)_only.
2933,Heterocyclic_compounds_with_nitrogen_hetero-atom(s)_only.
2934,Nucleic_acids_and_their_salts__whether_or_not_chemically_defined;_other_heterocyclic_compounds.
2935,Sulphonamides.
2936,Provitamins_and_vitamins__natural_or_reproduced_by_synthesis_(including_natural_concentrates)__derivatives_thereof_used_primarily_as_vitamins__and_intermixtures_of_the_foregoing__whether_or_not_in_any_solvent.
2937,Hormones__prostaglandins__thromboxanes_and_leukotrienes__natural_or_reproduced_by_synthesis;_derivatives_and_structural_analogues_thereof__including_chain_modified_polypeptides__used_primarily_as_hormones.
2938,Glycosides__natural_or_reproduced_by_synthesis__and_their_salts__ethers__esters_and_other_derivatives.
2939,Vegetable_alkaloids__natural_or_reproduced_by_synthesis__and_their_salts__ethers__esters_and_other_derivatives.
2940,Sugars__chemically_pure__other_than_sucrose__lactose__maltose__glucose_and_fructose;_sugar_ethers__sugar_acetals_and_sugar_esters__and_their_salts__other_than_products_of_heading_29.37__29.38_or_29.39.
2941,Antibiotics.
2942,Other_organic_compounds.
3001,Glands_and_other_organs_for_organo_-therapeutic_uses__dried__whether_or_not_powdered;_extracts_of_glands_or_other_organs_or_of_their_secretions_for_organo_-therapeutic_uses;_heparin_and_its_salts;_other_human_or_animal_substances_prepared_for_therapeutic_or_prophylactic_uses__not_elsewhere_specified_or_included.
3002,Human_blood;_animal_blood_prepared_for_therapeutic__prophylactic_or_diagnostic_uses;_antisera__other_blood_fractions_and_immunological_products__whether_or_not_modified_or_obtained_by_means_of_biotechnological_processes;_vaccines__toxins__cultures_of_micro-organisms_(excluding_yeasts)_and_similar_products.
3003,Medicaments_(excluding_goods_of_heading_30.02__30.05_or_30.06)_consisting_of_two_or_more_constituents_which_have_been_mixed_together_for_therapeutic_or_prophylactic_uses__not_put_up_in_measured_doses_or_in_forms_or_packings_for_retail_sale.
3004,Medicaments_(excluding_goods_of_heading_30.02__30.05_or_30.06)_consisting_of_mixed_or_unmixed_products_for_therapeutic_or_prophylactic_uses__put_up_in_measured_doses_(including_those_in_the_form_of_transdermal_administration_systems)_or_in_forms_or_packings_for_retail_sale.
3005,Wadding__gauze__bandages_and_similar_articles_(for_example__dressings__adhesive_plasters__poultices)__impregnated_or_coated_with_pharmaceutical_substances_or_put_up_in_forms_or_packings_for_retail_sale_for_medical__surgical__dental_or_veterinary_purposes.
3006,Pharmaceutical_goods_specified_in_Note_4_to_this_Chapter.
3101,Animal_or_vegetable_fertilisers__whether
3102,Mineral_or_chemical_fertilisers__nitrogenous.
3103,Mineral_or_chemical_fertilisers__phosphatic.
3104,Mineral_or_chemical_fertilisers__potassic.
3105,Mineral_or_chemical_fertilisers_containing_two_or_three_of_the_fertilising_elements_nitrogen__phosphorus_and_potassium;_other_fertilisers;_goods_of_this_Chapter_in_tablets_or_similar_forms_or_in_packages_of_a_gross_weight_not_exceeding_10_kg.
3201,Tanning_extracts_of_vegetable_origin;_tannins_and_their_salts__ethers__esters_and_other_derivatives.
3202,Synthetic_organic_tanning_substances;_inorganic_tanning_substances;_tanning_preparations__whether_or_not_containing_natural_tanning_substances;_enzymatic_preparations_for_pre-tanning.
3203,Colouring_matter_of_vegetable_or_animal_origin_(including_dyeing_extracts_but_excluding_animal_black)__whether_or_not_chemically_defined;_preparations_as_specified_in_Note_3_to_this_Chapter_based_on_colouring_matter_of_vegetable_or_animal_origin.
3204,Synthetic_organic_colouring_matter__whether_or_not_chemically_defined;_preparations_as_specified_in_Note_3_to_this_Chapter_based_on_synthetic_organic_colouring_matter;_synthetic_organic_products_of_a_kind_used_as_fluorescent_brightening_agents_or_as_luminophores__whether_or_not_chemically_defined.
3205,Colour_lakes;_preparations_as_specified_in_Note_3_to_this_Chapter_based_on_colour_lakes.
3206,Other_colouring_matter;_preparations_as_specified_in_Note_3_to_this_Chapter__other_than_those_of_heading_32.03__32.04_or_32.05;_inorganic_products_of_a_kind_used_as_luminophores__whether_or_not_chemically_defined.
3207,Prepared_pigments__prepared_opacifiers_and_prepared_colours__vitrifiable_enamels_and_glazes__engobes_(slips)__liquid_lustres_and_similar_preparations__of_a_kind_used_in_the_ceramic__enamelling_or_glass_industry;_glass_frit_and_other_glass__in_the_form_of_powder__granules_or_flakes.
3208,Paints_and_varnishes_(including_enamels_and_lacquers)_based_on_synthetic_polymers_or_chemically_modified_natural_polymers__dispersed_or_dissolved_in_a_non-aqueous_medium;_solutions_as_defined_in_Note_4_to_this_Chapter.
3209,Paints_and_varnishes_(including_enamels_and_lacquers)_based_on_synthetic_polymers_or_chemically_modified_natural_polymers__dispersed_or_dissolved_in_an_aqueous_medium.
3210,Other_paints_and_varnishes_(including_enamels__lacquers_and_distempers);_prepared_water_pigments_of_a_kind_used_for_finishing_leather.
3211,Prepared_driers.
3212,Pigments_(including_metallic_powders_and_flakes)_dispersed_in_non-aqueous_media__in_liquid_or_paste_form__of_a_kind_used_in_the_manufacture_of_paints_(including_enamels);_stamping_foils;_dyes_and_other_colouring_matter_put_up_in_forms_or_packings_for_retail_sale.
3213,Artists'__students'_or_signboard_painters'_colours__modifying_tints__amusement_colours_and_the_like__in_tablets__tubes__jars__bottles__pans_or_in_similar_forms_or_packings.
3214,Glaziers'_putty__grafting_putty__resin_cements__caulking_compounds_and_other_mastics;_painters'_fillings;_non-refractory_surfacing_preparations_for_facades__indoor_walls__floors__ceilings_or_the_like.
3215,Printing_ink__writing_or_drawing_ink_and_other_inks__whether_or_not_concentrated_or_solid.
3301,Essential_oils_(terpeneless_or_not)__including_concretes_and_absolutes;_resinoids;_extracted_oleoresins;_concentrates_of_essential_oils_in_fats__in_fixed_oils__in_waxes_or_the_like__obtained_by_enfleurage_or_maceration;_terpenic_by-products_of_the_deterpenation_of_essential_oils;_aqueous_distillates_and_aqueous_solutions_of_essential_oils.
3302,Mixtures_of_odoriferous_substances_and_mixtures_(including_alcoholic_solutions)_with_a_basis_of_one_or_more_of_these_substances__of_a_kind_used_as_raw_materials_in_industry;_other_preparations_based_on_odoriferous_substances__of_a_kind_used_for_the_manufacture_of_beverages.
3303,Perfumes_and_toilet_waters.
3304,Beauty_or_make-up_preparations_and_preparations_for_the_care_of_the_skin_(other_than_medicaments)__including_sunscreen_or_sun_tan_preparations;_manicure_or_pedicure_preparations.
3305,Preparations_for_use_on_the_hair.
3306,Preparations_for_oral_or_dental_hygiene__including_denture_fixative_pastes_and_powders;_yarn_used_to_clean_between_the_teeth_(dental_floss)__in_individual_retail_packages.
3307,Pre-shave__shaving_or_after-shave_preparations__personal_deodorants__bath_preparations__depilatories_and_other_perfumery__cosmetic_or_toilet_preparations__not_elsewhere_specified_or_included;_prepared_room_deodorisers__whether_or_not_perfumed_or_having_disinfectant_properties.
3401,Soap;_organic_surface-active_products_and_preparations_for_use_as_soap__in_the_form_of_bars__cakes__moulded_pieces_or_shapes__whether_or_not_containing_soap;_organic_surface-active_products_and_preparations_for_washing_the_skin__in_the_form_of_liquid_or_cream_and_put_up_for_retail_sale__whether_or_not_containing_soap;_paper__wadding__felt_and_nonwovens__impregnated__coated_or_covered_with_soap_or_detergent.
3402,Organic_surface-active_agents_(other_than_soap);_surface-active_preparations__washing_preparations_(including_auxiliary_washing_preparations)_and_cleaning_preparations__whether_or_not_containing_soap__other_than_those_of_heading_34.01.
3403,Lubricating_preparations_(including_cutting_-oil_preparations__bolt_or_nut_release_preparations__anti-rust_or_anti-corrosion_preparations_and_mould_release_preparations__based_on_lubricants)_and_preparations_of_a_kind_used_for_the_oil_or_grease_treatment_of_textile_materials__leather__furskins_or_other_materials__but_excluding_preparations_containing__as_basic_constituents__70_%_or_more_by_weight_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals.
3404,Artificial_waxes_and_prepared_waxes.
3405,Polishes_and_creams__for_footwear__furniture__floors__coachwork__glass_or_metal__scouring_pastes_and_powders_and_similar_preparations_(whether_or_not_in_the_form_of_paper__wadding__felt__nonwovens__cellular_plastics_or_cellular_rubber__impregnated__coated_or_covered_with_such_preparations)__excluding_waxes_of_heading_34.04.
3406,Candles__tapers_and_the_like.
3407,Modelling_pastes__including_those_put_up_for_children's_amusement
3501,Casein__caseinates_and_other_casein_derivatives;_casein_glues.
3502,Albumins_(including_concentrates_of_two_or_more_whey_proteins__containing_by_weight_more_than_80_%_whey_proteins__calculated_on_the_dry_matter)__albuminates_and_other_albumin_derivatives.
3503,Gelatin_(including_gelatin_in_rectangular_(including_square)_sheets__whether_or_not_surface-worked_or_coloured)_and_gelatin_derivatives;_isinglass;_other_glues_of_animal_origin__excluding_casein_glues_of_heading_35.01.
3504,Peptones_and_their_derivatives;_other_protein_substances_and_their_derivatives__not_elsewhere_specified_or_included;_hide_powder__whether_or_not_chromed.
3505,Dextrins_and_other_modified_starches_(for_example__pregelatinised_or_esterified_starches);_glues_based_on_starches__or_on_dextrins_or_other_modified_starches.
3506,Prepared_glues_and_other_prepared_adhesives__not_elsewhere_specified_or_included;_products_suitable_for_use_as_glues_or_adhesives__put_up_for_retail_sale_as_glues_or_adhesives__not_exceeding_a_net_weight_of_1_kg
3507,Enzymes;_prepared_enzymes_not_elsewhere_specified_or_included.
3601,Propellent_powders.
3602,Prepared_explosives__other_than_propellent_powders.
3603,Safety_fuses;_detonating_fuses;_percussion_or_detonating_caps;_igniters;_electric_detonators_.
3604,Fireworks__signalling_flares__rain_rockets__fog_signals_and_other_pyrotechnic_articles.
3605,Matches__other_than_pyrotechnic_articles_of_heading_36.04.
3606,Ferro-cerium_and_other_pyrophoric_alloys_in_all_forms;_articles_of_combustible_materials_as_specified_in_Note_2_to_this_Chapter.
3701,Photographic_plates_and_film_in_the_flat__sensitised__unexposed__of_any_material_other_than_paper__paperboard_or_textiles;_instant_print_film_in_the_flat__sensitised__unexposed__whether_or_not_in_packs.
3702,Photographic_film_in_rolls__sensitised__unexposed__of_any_material_other_than_paper__paperboard_or_textiles;_instant_print_film_in_rolls__sensitised__unexposed.
3703,Photographic_paper__paperboard_and_textiles__sensitised__unexposed.
3704,Photographic_plates__film__paper__paperboard_and_textiles__exposed_but_not_developed.
3705,Photographic_plates_and_film__exposed_and_developed__other_than_cinematographic_film.
3706,Cinematographic_film__exposed_and_developed__whether_or_not_incorporating_sound_track_or_consisting_only_of_sound_track.
3707,Chemical_preparations_for_photographic_uses_(other_than_varnishes__glues__adhesives_and_similar_preparations);_unmixed_products_for_photographic_uses__put_up_in_measured_portions_or_put_up_for_retail_sale_in_a_form_ready_for_use.
3801,Artificial_graphite;_colloidal_or_semi-colloidal_graphite;_preparations_based_on_graphite_or_other_carbon_in_the_form_of_pastes__blocks__plates_or_other_semi-manufactures.
3802,Activated_carbon;_activated_natural_mineral_products;_animal_black__including_spent_animal_black.
3803,Tall_oil__whether_or_not_refined.
3804,Residual_lyes_from_the_manufacture_of_wood_pulp
3805,Gum__wood_or_sulphate_turpentine_and_other_terpenic_oils_produced_by_the_distillation_or_other_treatment_of_coniferous_woods;_crude_dipentene;_sulphite_turpentine_and_other_crude_para-cymene;_pine_oil_containing_α-terpineol_as_the_main_constituent.
3806,Rosin_and_resin_acids__and_derivatives_thereof;_rosin_spirit_and_rosin_oils;_run_gums.
3807,Wood_tar;_wood_tar_oils;_wood_creosote;_wood_naphtha
3808,Insecticides__rodenticides__fungicides__herbicides__anti-sprouting_products_and_plant-growth_regulators__disinfectants_and_similar_products__put_up_in_forms_or_packings_for_retail_sale_or_as_preparations_or_articles_(for_example__sulphur-treated_bands__wicks_and_candles__and_fly-papers).
3809,Finishing_agents__dye_carriers_to_accelerate_the_dyeing_or_fixing_of_dyestuffs_and_other_products_and_preparations_(for_example__dressings_and_mordants)__of_a_kind_used_in_the_textile__paper__leather_or_like_industries__not_elsewhere_specified_or_included.
3810,Pickling_preparations_for_metal_surfaces;_fluxes_and_other_auxiliary_preparations_for_soldering__brazing_or_welding;_soldering__brazing_or_welding_powders_and_pastes_consisting_of_metal_and_other_materials;_preparations_of_a_kind_used_as_cores_or_coatings_for_welding_electrodes_or_rods.
3811,Anti-knock_preparations__oxidation_inhibitors__gum_inhibitors__viscosity_improvers__anti-corrosive_preparations_and_other_prepared_additives__for_mineral_oils_(including_gasoline)_or_for_other_liquids_used_for_the_same_purposes_as_mineral_oils.
3812,Prepared_rubber_accelerators;_compound_plasticisers_for_rubber_or_plastics__not_elsewhere_specified_or_included;_anti-oxidising_preparations_and_other_compound_stabilisers_for_rubber_or_plastics.
3813,Preparations_and_charges_for_fire_-extinguishers;_charged_fire-extinguishing_grenades.
3814,Organic_composite_solvents_and_thinners__not_elsewhere_specified_or_included;_prepared_paint_or_varnish_removers.
3815,Reaction_initiators__reaction_accelerators_and_catalytic_preparations__not_elsewhere_specified_or_included.
3816,Refractory_cements__mortars__concretes_and_similar_compositions__other_than_products_of_heading_38.01.
3817,Mixed_alkylbenzenes_and_mixed_alkylnaphthalenes__other_than_those_of_heading_27.07_or_29.02.
3818,Chemical_elements_doped_for_use_in_electronics__in_the_form_of_discs__wafers_or_similar_forms;_chemical_compounds_doped_for_use_in_electronics.
3819,Hydraulic_brake_fluids
3820,Anti-freezing_preparations_and_prepared_de-icing_fluids.
3821,Prepared_culture_media_for_the_development
3822,Diagnostic_or_laboratory_reagents_on_a_backing__prepared_diagnostic
3823,Industrial_monocarboxylic_fatty_acids;_acid_oils_from_refining;_industrial_fatty_alcohols.
3824,Prepared_binders_for_foundry_moulds_or_cores;_chemical_products_and_preparations_of_the_chemical_or_allied_industries_(including_those_consisting_of_mixtures_of_natural_products)__not_elsewhere_specified_or_included.
3825,Residual_products_of_the_chemical_or_allied_industries__not_elsewhere_specified_or_included;_municipal_waste;_sewage_sludge;_other_wastes_specified_in_Note_6_to_this_Chapter.
3826,Biodiesel_and_mixtures_thereof__not_containing
3901,Polymers_of_ethylene__in_primary_forms.
3902,Polymers_of_propylene_or_of_other_olefins__in_primary_forms.
3903,Polymers_of_styrene__in_primary_forms.
3904,Polymers_of_vinyl_chloride_or_of_other_halogenated_olefins__in_primary_forms.
3905,Polymers_of_vinyl_acetate_or_of_other_vinyl_esters__in_primary_forms;_other_vinyl_polymers_in_primary_forms.
3906,Acrylic_polymers_in_primary_forms.
3907,Polyacetals__other_polyethers_and_epoxide_resins__in_primary_forms;_polycarbonates__alkyd_resins__polyallyl_esters_and_other_polyesters__in_primary_forms.
3908,Polyamides_in_primary_forms.
3909,Amino-resins__phenolic_resins_and_polyurethanes__in_primary_forms.
3910,Silicones_in_primary_forms.
3911,Petroleum_resins__coumarone-indene_resins__polyterpenes__polysulphides__polysulphones_and_other_products_specified_in_Note_3_to_this_Chapter__not_elsewhere_specified_or_included__in_primary_forms.
3912,Cellulose_and_its_chemical_derivatives__not_elsewhere_specified_or_included__in_primary_forms.
3913,Natural_polymers_(for_example__alginic_acid)_and_modified_natural_polymers_(for_example__hardened_proteins__chemical_derivatives_of_natural_rubber)__not_elsewhere_specified_or_included__in_primary_forms.
3914,Ion-exchangers_based_on_polymers_of_headings_39.01_to_39.13__in_primary_forms.
3915,Waste__parings_and_scrap__of_plastics.
3916,Monofilament_of_which_any_cross-sectional_dimension_exceeds_1_mm__rods__sticks_and_profile_shapes__whether_or_not_surface-worked_but_not_otherwise_worked__of_plastics.
3917,Tubes__pipes_and_hoses__and_fittings_therefor_(for_example__joints__elbows__flanges)__of_plastics.
3918,Floor_coverings_of_plastics__whether_or_not_self-adhesive__in_rolls_or_in_the_form_of_tiles;_wall_or_ceiling_coverings_of_plastics__as_defined_in_Note_9_to_this_Chapter.
3919,Self-adhesive_plates__sheets__film__foil__tape__strip_and_other_flat_shapes__of_plastics__whether_or_not_in_rolls.
3920,Other_plates__sheets__film__foil_and_strip__of_plastics__non-cellular_and_not_reinforced__laminated__supported_or_similarly_combined_with_other_materials.
3921,Other_plates__sheets__film__foil_and_strip__of_plastics.
3922,Baths__shower-baths__sinks__wash-basins__bidets__lavatory_pans__seats_and_covers__flushing_cisterns_and_similar_sanitary_ware__of_plastics.
3923,Articles_for_the_conveyance_or_packing_of_goods__of_plastics;_stoppers__lids__caps_and_other_closures__of_plastics.
3924,Tableware__kitchenware__other_household_articles_and_hygienic_or_toilet_articles__of_plastics.
3925,Builders'_ware_of_plastics__not_elsewhere_specified_or_included.
3926,Other_articles_of_plastics_and_articles_of_other_materials_of_headings_39.01_to_39.14.
4001,Natural_rubber__balata__gutta-percha__guayule__chicle_and_similar_natural_gums__in_primary_forms_or_in_plates__sheets_or_strip.
4002,Synthetic_rubber_and_factice_derived_from_oils__in_primary_forms_or_in_plates__sheets_or_strip;_mixtures_of_any_product_of_heading_40.01_with_any_product_of_this_heading__in_primary_forms_or_in_plates__sheets_or_strip.
4003,Reclaimed_rubber_in_primary_forms
4004,Waste__parings_and_scrap_of_rubber
4005,Compounded_rubber__unvulcanised__in_primary_forms_or_in_plates__sheets_or_strip
4006,Other_forms_(for_example__rods__tubes_and_profile_shapes)_and_articles_(for_example__discs_and_rings)__of_unvulcanised_rubber.
4007,Vulcanised_rubber_thread_and_cord.
4008,Plates__sheets__strip__rods_and_profile_shapes__of_vulcanised_rubber_other_than_hard_rubber.
4009,Tubes__pipes_and_hoses__of_vulcanised_rubber_other_than_hard_rubber__with_or_without_their_fittings_(for_example__joints__elbows__flanges).
4010,Conveyor_or_transmission_belts_or_belting__of_vulcanised_rubber.
4011,New_pneumatic_tyres__of_rubber.
4012,Retreaded_or_used_pneumatic_tyres_of_rubber;_solid_or_cushion_tyres__tyre_treads_and_tyre_flaps__of_rubber.
4013,Inner_tubes__of_rubber.
4014,Hygienic_or_pharmaceutical_articles_(including_teats)__of_vulcanised_rubber_other_than_hard_rubber__with_or_without_fittings_of_hard_rubber.
4015,Articles_of_apparel_and_clothing_accessories_(including_gloves__mittens_and_mitts)__for_all_purposes__of_vulcanised_rubber_other_than_hard_rubber.
4016,Other_articles_of_vulcanised_rubber_other_than_hard_rubber.
4017,Hard_rubber_(for_example__ebonite)_in_all_forms__including
4101,Raw_hides_and_skins_of_bovine_(including_buffalo)_or_equine_animals_(fresh__or_salted__dried__limed__pickled_or_otherwise_preserved__but_not_tanned__parchment-dressed_or_further_prepared)__whether_or_not_dehaired_or_split.
4102,Raw_skins_of_sheep_or_lambs_(fresh__or_salted__dried__limed__pickled_or_otherwise_preserved__but_not_tanned__parchment-dressed_or_further_prepared)__whether_or_not_with_wool_on_or_split__other_than_those_excluded_by_Note_1_(c)_to_this_Chapter.
4103,Other_raw_hides_and_skins_(fresh__or_salted__dried__limed__pickled_or_otherwise_preserved__but_not_tanned__parchment-dressed_or_further_prepared)__whether_or_not_dehaired_or_split__other_than_those_excluded_by_Note_1_(b)_or_1_(c)_to_this_Chapter.
4104,Tanned_or_crust_hides_and_skins_of_bovine_(including_buffalo)_or_equine_animals__without_hair_on__whether_or_not_split__but_not_further_prepared.
4105,Tanned_or_crust_skins_of_sheep_or_lambs__without_wool_on__whether_or_not_split__but_not_further_prepared.
4106,Tanned_or_crust_hides_and_skins_of_other_animals__without_wool_or_hair_on__whether_or_not_split__but_not_further_prepared.
4107,Leather_further_prepared_after_tanning_or_crusting__including_parchment-dressed_leather__of_bovine_(including_buffalo)_or_equine_animals__without_hair_on__whether_or_not_split__other_than_leather_of_heading_41.14.
4112,Leather_further_prepared_after_tanning_or_crusting__including_parchment-dressed_leather__of_sheep_or_lamb__without_wool_on__whether_or_not_split__other_than_leather_of_heading_41.14.
4113,Leather_further_prepared_after_tanning_or_crusting__including_parchment-dressed_leather__of_other_animals__without_wool_or_hair_on__whether_or_not_split__other_than_leather_of_heading_41.14.
4114,Chamois_(including_combination_chamois)_leather;_patent_leather_and_patent_laminated_leather;_metallised_leather.
4115,Composition_leather_with_a_basis_of_leather_or_leather_fibre__in_slabs__sheets_or_strip__whether_or_not_in_rolls;_parings_and_other_waste_of_leather_or_of_composition_leather__not_suitable_for_the_manufacture_of_leather_articles;_leather_dust__powder_and_flour.
4201,Saddlery_and_harness_for_any_animal
4202,Trunks__suit-cases__vanity-cases__executive-cases__brief-cases__school_satchels__spectacle_cases__binocular_cases__camera_cases__musical_instrument_cases__gun_cases__holsters_and_similar_containers;_travelling-bags__insulated_food_or_beverages_bags__toilet_bags__rucksacks__handbags__shopping-bags__wallets__purses__map-cases__cigarette-cases__tobacco-pouches__tool_bags__sports_bags__bottle_-cases__jewellery_boxes__powder-boxes__cutlery_cases_and_similar_containers__of_leather_or_of_composition_leather__of_sheeting_of_plastics__of_textile_materials__of_vulcanised_fibre_or_of_paperboard__or_wholly_or_mainly_covered_with_such_materials_or_with_paper.
4203,Articles_of_apparel_and_clothing_accessories__of_leather_or_of_composition_leather.
4205,Other_articles_of_leather_or_of_composition_leather.
4206,Articles_of_gut
4301,Raw_furskins_(including_heads__tails__paws_and_other_pieces_or_cuttings__suitable_for_furriers'_use)__other_than_raw_hides_and_skins_of_heading_41.01__41.02_or_41.03.
4302,Tanned_or_dressed_furskins_(including_heads__tails__paws_and_other_pieces_or_cuttings)__unassembled__or_assembled_(without_the_addition_of_other_materials)_other_than_those_of_heading_43.03.
4303,Articles_of_apparel__clothing_accessories_and_other_articles_of_furskin.
4304,Artificial_fur_and_articles_thereof.
4401,Fuel_wood__in_logs__in_billets__in_twigs__in_faggots_or_in_similar_forms;_wood_in_chips_or_particles;_sawdust_and_wood_waste_and_scrap__whether_or_not_agglomerated_in_logs__briquettes__pellets_or_similar_forms.
4402,Wood_charcoal_(including_shell_or_nut_charcoal)__whether_or_not_agglomerated.
4403,Wood_in_the_rough__whether_or_not_stripped_of_bark_or_sapwood__or_roughly_squared.
4404,Hoopwood;_split_poles;_piles__pickets_and_stakes_of_wood__pointed_but_not_sawn_lengthwise;_wooden_sticks__roughly_trimmed_but_not_turned__bent_or_otherwise_worked__suitable_for_the_manufacture_of_walking_-sticks__umbrellas__tool_handles_or_the_like;_chipwood_and_the_like.
4405,Wood_wool;_wood_flour.
